"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"East Asia & Pacific","EAS","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","505.426989070562","457.037236543728","387.467897803595","379.222170135208","370.629970357928","381.683490192314","360.41731088861","345.040080787602","338.738120866216","328.26902890691","319.055937737672","307.436682355849","301.56464708233","291.468713187249","286.411179925897","276.812534551303","272.491975008255","262.277389179728","256.641070517843","249.931281592202","245.093036988265","239.443606739213","234.452471931838","229.560106509451","223.736858285947","218.989455759805","215.139431231962","210.886475408594","206.858025717234","202.509765944364","199.125854726993","194.56987665372","189.561992012356","185.872407193331","183.742300692547","181.463862478624","177.888973701847","174.640522230702","172.48453628069","170.646046552262","168.562487562061","166.147008452843","164.221262767394","161.755194088993","162.040961194761","158.535626328846","156.677674076019","153.807958885962","154.599915854031","150.635832008011","148.368857441981","147.619382469549","145.59248424277","143.866672354802","142.347330140797","140.654528927401","139.397866678907","139.731831112421","135.886346367624","134.097564226643","138.003999059896","144.553578630273","134.996126197464","132.887674201767","",
"Europe & Central Asia (excluding high income)","ECA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","271.831244525185","267.707834800843","265.442321218284","262.768646751365","261.655288306002","262.604963636007","263.451788004592","263.650161291422","266.408338635581","269.079619588353","270.523905850048","270.407679951151","268.127598189538","267.138613735112","266.238297917143","266.961036617713","268.422933428538","269.001800705592","270.133288219485","271.378663184652","269.736754520079","269.169218735604","266.137111757203","264.720461778381","262.270482267472","252.472759172236","242.183137022044","237.796117579461","243.483351779038","244.473504430262","251.405629864455","259.560920763986","284.501545446216","293.6763160445","290.843701888092","290.169281966833","286.473388572736","279.563634164408","274.797785372241","278.304748658857","270.628135293257","269.576266419852","267.703397867012","265.422706543526","264.477059729777","264.299091672137","261.569639384374","256.733464862992","248.455739541039","236.67833943931","225.455307588388","220.401094559127","211.215727157954","204.223920571927","198.791950007632","192.029361502053","186.791276660065","181.241098053045","179.158714906142","173.725909218761","185.151259453996","194.75480848713","181.676984952517","174.459808571986","",
"Europe & Central Asia","ECS","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","225.418142874674","223.650648981143","225.588077474596","224.278691148296","219.766766587302","222.833272207084","223.081732610468","225.351794633733","228.168319949686","235.090568168934","233.397220635665","234.982402155372","233.135528105901","232.602124765157","232.945889834958","236.228918937333","238.331353390814","240.164743924443","241.530308386518","243.442435025701","244.048145469795","240.708171029306","236.079346976837","236.436940111024","236.846054128323","228.140137075181","213.815561716637","211.284492997318","212.746845855752","217.029451636242","215.271325786862","219.124113063193","230.752886842325","244.834681391458","250.002554072937","247.723511032735","236.466137742978","225.356500899605","220.712955347323","226.899599550604","227.089164658723","226.343354923489","226.877230986074","225.950600954063","221.932392633802","220.939832219746","212.395208616985","205.838564552986","200.844333965915","192.655257487047","189.480074184633","180.847601233791","174.432753072043","169.25125119274","166.000171051678","161.629727101729","156.463039000016","150.25194576762","149.330844528638","146.058478675543","152.718227667383","167.185911645002","168.294095217911","","",
"Ecuador","ECU","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","333.812","327.814","321.523","314.499","307.755","301.569","295.717","290.004","284.541","282.231","276.1","271.903","267.486","263.476","259.569","256.112","253.218","249.98","247.068","244.009","240.687","237.113","233.612","230.968","226.593","223.581","220.961","218.88","217.226","213.253","214.312","215.091","213.617","209.72","204.537","203.747","199.586","199.718","198.521","199.233","196.126","192.415","186.918","183.382","181.443","180.087","179.207","176.636","175.322","173.073","168.222","162.109","154.248","147.155","141.557","139.826","140.254","138.497","140.893","141.751","213.078","203.132","151.578","140.92","",
"Egypt, Arab Rep.","EGY","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","331.695","330.518","329.939","329.975","330.639","331.949","333.899","346.29","338.549","348.783","348.718","341.443","340.128","354.558","334.737","331.066","326.881","322.315","317.62","313.072","308.804","305.075","301.978","299.283","296.641","293.732","290.259","285.96","280.826","275.134","269.138","263.057","257.378","251.691","247.061","242.46","238.233","235.275","233.245","232.164","231.873","231.889","232.275","232.627","232.887","232.871","232.291","231.149","229.329","226.573","223.076","219.497","213.763","209.481","202.537","197.066","189.299","182.698","176.748","171.658","185.334","190.189","177.1","164.923","",
"Euro area","EMU","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","196.706368213401","194.05293988344","198.155931660063","198.973918615595","192.665694031663","193.650701569496","190.292260170816","191.072917560728","191.120476869792","196.072472713338","188.479267333777","190.733996998775","188.845264341882","187.133540942324","186.639935192852","186.895211862616","186.255923532845","182.737028247532","181.287301694059","179.305851151235","177.861009374132","174.854646583282","171.505535919872","172.27638136957","169.06748733522","166.085181884788","161.462689826342","158.64915062231","156.352594844795","156.139035212983","156.16791641351","156.972222149653","153.460729319532","151.344288813902","149.291991971501","146.869927779391","142.214837132044","136.463428182684","133.208855118841","131.028407699448","128.695202935232","126.64828927929","124.44393231747","122.353138369913","116.881858574688","115.243846938565","112.482945221412","110.313650313617","107.310564174537","104.827911093793","101.75754861771","98.8206580804744","96.1540433015217","93.193805779762","89.9419502110603","90.1515098267422","87.1905250693507","85.3071611215496","84.1705910369235","81.4207494165616","82.4498922439667","80.8662166561739","","","",
"Eritrea","ERI","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","523.855","520.739","518.155","513.842","513.35","510.596","531.356","509.903","507.64","505.667","503.288","500.929","509.977","507.47","549.728","568.825","536.432","532.505","527.831","521.23","494.331","489.121","506.008","574.013","567.608","555.961","528.629","468.447","457.393","474.745","434.485","427.975","371.549","364.882","357.459","351.322","347.701","345.705","613.447","745.521","377.313","331.518","326.373","323.116","314.5","308.635","296.374","290.702","288.138","276.212","272.335","264.935","259.588","258.421","250.982","247.112","244.603","239.994","235.896","232.112","238.382","247.176","231.419","216.592","",
"Spain","ESP","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","178.114","172.224","175.85","175.981","170.817","167.692","168.584","167.034","163.38","172.416","164.68","170.39","158.623","162.687","160.711","158.948","157.188","153.285","152.933","149.857","145.031","143.009","138.08","139.023","139.805","141.379","138.158","138.56","142.042","145.002","144.769","146.386","143.36","139.883","137.579","137.928","135.784","125.842","121.282","122.004","118.721","116.551","114.494","113.835","109.517","107.352","103.369","100.531","96.788","92.228","88.989","85.896","83.213","79.599","77.539","77.049","74.559","73.051","72.324","69.622","74.242","71.991","","","",
"Estonia","EST","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","244.737","239.289","235.886","244.936","235.558","231.587","234.206","242.848","246.607","259.218","256.377","260.265","271.554","258.262","261.686","280.77","286.99","283.72","303.158","310.457","303.052","307.545","297.974","306.578","305.903","295.567","260.958","262.271","266.357","271.676","300.013","316.458","323.353","363.257","412.734","390.308","332.11","329.686","342.904","317.751","308.009","325.356","312.834","292.249","288.777","274.185","272.526","276.966","243.48","229.24","203.039","203.78","198.315","169.327","181.112","169.877","168.184","154.542","157.234","147.038","","","","","",
"Ethiopia","ETH","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","524.28","515.91","512.791","509.145","507.99","508.488","528.737","504.091","502.612","502.604","503.875","500.838","512.062","511.834","531.825","537.736","525.448","525.192","523.085","507.262","499.247","496.389","490.834","549.086","538.1","518.178","502.55","418.924","425.059","433.558","452.455","412.577","398.926","398.388","401.998","406.556","401.822","398.916","396.94","425.644","386.006","381.735","380.898","372.963","368.901","366.811","357.127","347.808","336.128","326.665","315.312","304.045","295.347","289.429","282.274","276.759","272.596","266.996","262.567","258.24","257.228","280.836","251.252","246.063","",
"European Union","EUU","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","194.304860651587","191.459452162255","194.980424736767","194.481864122043","188.730696063171","189.285643217835","186.907176019257","189.135227055301","189.182066844934","194.856463506754","189.147563826078","192.190028811347","189.301404735207","188.961287801409","188.00628762384","189.89059178523","190.709069675831","190.200213567659","190.975441310141","190.459006378023","192.269082715946","188.177961636215","185.244978842285","187.637999005166","186.617982170444","185.722302888145","182.215193610448","179.990436685517","177.509389673737","179.106902676389","175.723133045891","176.932160513503","174.935237525941","172.22721548135","170.768756121336","169.263274895799","164.139597454178","159.433842601246","155.177197436407","151.964567969132","147.790343999194","145.392929355811","143.087690394013","141.046918913299","136.491440919659","134.703751419211","131.942851377085","129.782709311958","126.652811612109","123.542764757704","119.73912514358","115.635997106854","112.49247298883","108.414840160686","105.125628278029","104.942236373396","102.06359213193","100.030935781917","99.0884544712949","96.0927747567573","99.5171718236443","103.592528964777","","","",
"Fragile and conflict affected situations","FCS","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","430.778848904558","428.645433086235","419.680650713404","417.821472140517","415.551117439164","414.367606310142","413.211999159889","417.011902439832","411.569683593857","409.875200250738","400.590153764099","394.703760849783","396.425504449699","391.095318168178","389.387065461472","390.863621045291","387.047030093464","381.762644806532","385.895712322137","384.17321229211","384.168489648323","386.115836884294","390.920606971711","393.595840292845","398.840407827688","393.935297146321","386.176955469225","377.314598667609","376.659335210382","372.64063716225","375.685061192645","373.483782091284","371.21889183747","367.912422193929","367.413130168622","370.008875015624","373.106507169605","368.852969192285","374.055212550091","371.24964296897","357.771718694224","356.699386918055","351.878387745559","350.709992787767","349.065859225046","346.110845099831","342.589258489646","336.3044276342","331.020661662528","322.645879475916","315.978307567402","312.330924557237","309.92201979286","307.209790504694","307.819523703638","306.937398416761","305.884848586755","303.137911172323","295.927466277442","291.0724734213","294.446894193402","311.402005807058","287.700198899426","278.164656602921","",
"Finland","FIN","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","254.083","255.175","262.441","261.564","258.377","265.116","256.956","257.265","259.429","266.892","253.924","263.342","250.961","244.629","248.947","234.771","235.879","233.883","221.575","215.752","204.126","203.725","195.301","188.479","187.903","189.038","189.024","182.906","188.015","184.473","183.067","175.568","168.724","162.809","154.649","156.228","153.78","150.892","148.682","145.398","144.431","137.82","133.525","134.905","136.514","137.234","132.326","133.39","129.197","123.904","120.426","115.107","107.877","104.868","98.834","94.538","94.85","90.175","89.882","87.746","92.027","86.91","87.198","85.942","",
"Fiji","FJI","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","364.707","363.624","359.244","355.322","349.131","328.356","345.564","346.26","346.203","352.794","358.465","359.903","365.965","381.959","381.799","380.301","368.435","358.974","353.514","364.985","371.158","370.781","374.447","363.75","359.877","333.429","342.631","336.98","321.924","309.683","319.659","309.891","315.47","313.404","309.344","305.21","301.149","298.026","294.229","290.957","301.761","300.761","315.063","308.218","302.404","300.88","296.985","295.351","290.375","290.838","280.555","279.232","304.221","282.371","288.062","289.36","273.331","269.328","265.45","261.445","269.974","311.04","253.37","246.803","",
"France","FRA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","217.036","214.39","219.341","222.354","212.061","217.854","212.846","213.778","213.054","217.929","204.659","208.877","209.243","206.228","204.52","205.232","207.233","201.006","198.331","198.265","195.909","192.75","191.696","190.313","187.453","185.106","181.793","174.992","172.562","171.342","167.565","165.877","163.67","162.367","159.833","156.392","152.142","146.084","143.194","141.157","138.639","138.186","136.68","134.868","126.87","126.589","123.283","120.77","118.248","118.419","115.675","112.601","109.097","105.322","100.472","101.59","97.921","95.38","94.2","91.761","92.805","93.38","92.753","","",
"Faroe Islands","FRO","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","139.066","134.661","132.115","130.416","129.181","128.093","127.01","125.771","124.497","123.502","122.94","122.573","123.197","123.424","123.753","123.6","122.872","121.77","120.632","119.954","119.908","120.613","121.916","123.375","124.458","124.818","124.129","122.35","119.739","116.381","113.22","109.964","106.741","104.107","101.367","98.96","96.818","94.43","92.38","90.684","89.495","88.953","89.196","89.88","90.916","91.882","92.031","91.528","90.195","88.287","86.026","83.552","80.944","78.41","75.61","73.042","70.427","68.319","66.428","65.068","64.121","66.546","73.616","62.549","",
"Micronesia, Fed. Sts.","FSM","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","425.635","421.624","414.241","407.381","400.567","394.184","387.686","381.84","375.954","370.748","365.671","361.307","356.957","353.461","349.78","346.901","344.303","341.812","339.952","338.148","336.906","335.888","335.026","334.191","333.141","332.071","330.814","328.761","327.036","325.868","324.837","323.324","322.374","321.332","321.378","320.629","319.486","318.673","317.744","317.059","322.025","316.021","319.207","315.068","315.388","315.876","317.485","318.133","318.425","318.804","318.988","318.871","317.58","317.02","316.169","315.883","314.532","313.742","314.006","313.15","322.443","327.559","310.412","309.777","",
"Gabon","GAB","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","428.311","422.817","417.405","412.082","411.154","401.515","396.44","391.576","385.263","380.385","375.539","370.743","366.005","361.131","355.625","350.948","346.81","342.527","338.338","334.861","331.294","327.601","324.198","319.087","313.164","308.581","302.821","298.544","294.333","290.169","287.195","283.861","281.488","279.381","277.99","278.244","279.191","278.83","278.499","277.924","277.615","277.404","277.829","274.494","274.129","272.511","270.428","269.89","268.258","267.418","266.449","262.755","261.321","260.893","259.643","258.185","257.252","256.765","255.394","252.323","257.123","266.732","256.02","245.916","",
"United Kingdom","GBR","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","186.211","188.075","187.241","189.592","184.218","183.972","184.217","176.861","179.013","182.491","180.28","176.118","179.238","179.114","176.043","171.309","171.754","166.946","168.413","168.58","161.793","157.789","153.708","149.983","145.223","143.619","141.297","137.5","134.77","130.522","129.27","126.785","122.738","122.623","118.108","118.726","116.981","114.328","113.608","112.402","108.445","107.221","105.896","103.807","99.554","97.444","99.258","97.559","96.722","94.258","91.112","87.266","83.863","85.055","83.741","84.408","85.495","84.428","86.971","85.187","94.193","97.829","90.741","","",
"Georgia","GEO","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","328.033","323.658","319.584","315.016","310.89","310.008","305.734","301.399","297.449","293.193","289.013","284.51","280.547","276.111","271.957","267.823","262.195","257.928","254.605","250.521","245.994","241.336","234","238.862","243.239","240.185","232.734","233.188","244.752","252.869","258.4","269.431","278.283","304.356","261.165","257.952","237.864","248.796","245.899","242.057","243.423","235.598","238.687","222.378","236.091","262.04","267.16","264.453","271.441","258.984","261.529","239.427","244.686","243.82","235.118","235.286","240.464","234.322","226.744","221.625","226.705","249.171","224.082","217.028","",
"Ghana","GHA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","410.279","409.14","406.875","405.856","405.301","404.948","405.158","404.756","404.47","403.81","403.343","403.225","399.389","396.854","393.19","389.859","386.341","383.555","380.19","377.256","374.904","372.307","372.06","368.381","363.698","359.051","352.961","346.795","340.597","334.119","328.451","324.602","320.513","317.659","322.388","315.021","312.626","310.562","309.228","308.116","307.049","306.609","305.503","304.116","302.722","299.949","297.213","295.518","294.77","292.738","291.317","291.391","289.244","286.622","283.965","281.229","278.572","276.379","274.447","272.585","278.413","286.666","268.829","267.399","",
"Gibraltar","GIB","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","190.666","186.091","183.189","180.853","179.035","177.876","175.885","173.965","173.484","172.926","171.656","169.419","166.699","163.03","159.281","156.977","156.055","155.985","155.928","154.801","152.25","148.701","144.68","140.921","137.819","135.111","132.309","129.858","127.49","124.755","121.252","118.325","114.789","110.455","106.031","102.113","97.178","92.419","88.507","85.423","82.968","81.639","81.021","81.028","80.907","80.856","81.148","81.135","79.603","78.103","76.38","74.606","73.255","73.151","72.793","72.69","72.065","71.092","69.672","68.513","68.333","82.379","66.176","65.904","",
"Guinea","GIN","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","463.409","462.179","460.977","459.354","457.406","455.003","450.734","449.87","447.332","443.09","441.88","438.472","435.416","431.054","429.019","425.474","420.729","417.702","412.492","407.551","401.988","396.063","388.795","384.645","375.799","370.419","365.566","361.078","357.572","354.764","352.445","350.027","346.606","343.317","342.599","336.811","330.054","325.554","322.752","325.322","322.783","328.304","321.516","322.013","322.462","321.581","320.205","319.099","316.056","314.755","311.925","309.254","306.754","303.644","302.563","297.606","288.948","288.144","284.254","280.567","284.184","292.48","270.606","267.595","",
"Gambia, The","GMB","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","485.56","482.324","478.556","474.917","471.224","465.937","463.698","460.099","456.35","453.244","449.666","446.107","442.534","439.209","432.718","430.372","424.05","421.576","423.071","413.136","407.907","462.712","396.192","391.899","387.11","381.857","377.275","373.367","367.605","363.25","360.966","357.522","355.184","351.409","347.001","346.169","343.145","342.796","336.586","332.62","329.995","326.812","321.736","316.36","310.46","307.637","300.953","296.969","291.042","289.97","285.228","281.536","278.915","275.823","273.508","270.232","267.62","265.331","263.202","259.059","261.219","281.056","262.92","245.646","",
"Guinea-Bissau","GNB","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","451.941","450.822","449.479","599.11","603.468","610.803","615.811","615.812","612.022","610.233","608.715","607.364","606.861","602.961","428.987","427.056","425.224","423.309","421.368","419.421","417.53","415.568","412.917","410.959","409.159","407.413","407.227","406.633","404.421","405.33","406.436","407.984","409.905","411.567","419.615","413.717","416.417","434.169","488.38","472.098","409.475","406.773","401.748","397.004","391.491","392.805","380.666","370.412","367.904","356.536","349.859","343.708","338.516","332.463","326.556","319.76","313.377","307.392","301.491","295.575","317.446","321.831","278.838","272.839","",
"Equatorial Guinea","GNQ","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","453.202","451.199","449.215","447.315","445.348","443.389","441.438","439.497","437.566","737.976","738.707","615.738","462.053","461.154","534.761","626.735","763.022","536.473","534.094","559.46","407.567","402.145","400.368","396.061","394.289","387.976","383.887","381.388","377.723","375.407","373.191","371.065","368.947","368.223","366.216","364.254","361.142","359.076","356.287","352.61","349.478","345.133","340.056","336.738","333.061","328.825","323.301","319.51","314.801","310.518","307.028","302.467","298.738","294.209","290.862","287.465","283.146","280.775","276.247","273.066","279.628","282.852","263.637","260.787","",
"Greece","GRC","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","177.84","174.455","175.341","171.063","173.782","162.82","159.938","165.047","165.481","160.023","153.12","150.717","154.747","152.538","146.173","148.174","146.951","147.7","140.429","138.264","139.777","134.991","132.214","129.525","126.947","122.33","119.244","126.244","116.381","115.815","114.778","114.385","116.384","112.913","112.233","112.932","113.222","109.649","111.435","111.611","113.182","109.544","109.429","109.925","108.888","107.864","106.644","107.952","104.138","103.35","99.912","100.297","101.425","95.345","94.151","96.076","90.555","92.585","87.385","87.118","93.813","106.698","109.237","78.167","",
"Grenada","GRD","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","242.921","238.968","238.926","241.509","242.924","243.986","246.225","254.816","271.835","293.866","312.783","318.538","308.38","289.128","268.59","252.344","242.611","238.372","237.27","237.677","238.621","239.59","240.383","409.109","241.226","241.278","241.005","240.254","238.888","236.854","234.132","230.715","226.604","221.93","217.103","212.529","208.564","205.526","203.632","202.62","202.066","201.556","200.678","199.048","201.01","193.742","190.587","187.39","184.34","181.57","179.095","176.888","174.89","173.013","171.192","169.461","167.871","166.431","165.096","163.79","162.51","171.233","160.358","159.659","",
"Greenland","GRL","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","324.078","323.729","329.592","333.67","332.98","323.866","313.129","299.328","291.354","284.54","284.92","285.775","288.641","293.84","303.778","312.434","321.503","329.192","332.532","331.485","329.192","325.668","322.224","320.32","320.11","320.923","322.67","324.495","324.943","323.268","320.12","313.508","306.318","298.118","305.258","300.782","299.374","300.652","298.775","295.887","289.164","279.22","266.413","258.109","263.007","259.134","253.187","248.625","247.995","251.244","251.905","246.082","233.863","224.5","218.949","216.885","214.763","215.299","216.335","218.781","220.477","221.24","221.486","221.736","",
"Guatemala","GTM","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","401.058","394.013","388.087","396.315","394.373","401.707","405.872","408.613","419.93","437.92","426.159","399.822","373.811","359.044","362.747","370.055","441.789","343.807","342.77","353.576","412.125","450.84","587.878","349.363","323.773","318.502","316.366","310.63","307.508","310.971","316.896","322.346","331.563","328.023","325.293","318.004","304.539","298.307","288.127","280.654","275.05","272.188","270.744","266.045","270.669","269.133","264.067","255.632","254.434","252.58","248.202","238.408","230.212","226.569","227.276","228.834","224.632","216.988","215.007","214.338","246.992","287.367","224.94","201.633","",
"Guam","GUM","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","322.516","316.269","312.083","306.901","303.472","300.324","298.21","297.898","298.76","299.407","299.041","298.873","295.481","289.902","281.356","274.041","267.423","258.573","250.024","241.634","233.022","225.595","218.112","211.685","204.321","199.509","199.733","201.913","203.405","201.04","200.171","199.206","198.73","196.754","195.139","197.53","200.279","201.871","198.706","194.236","189.498","183.598","176.617","168.909","162.58","158.294","158.246","162.96","171.462","180.986","189.86","196.396","200.601","202.408","203.709","205.802","206.837","207.547","206.213","204.732","212.637","218.995","198.408","196.21","",
"Guyana","GUY","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","401.23","396.57","391.303","386.779","381.794","378.495","376.053","372.082","369.293","366.551","364.16","362.006","360.993","359.451","356.978","355.488","354.003","352.542","351.157","349.9","348.688","347.673","346.955","345.483","345.566","345.041","343.525","342.572","342.273","340.392","339.032","337.549","336.53","333.815","337.284","348.129","353.069","354.281","345.93","340.864","337.43","334.642","339.332","343.965","347.356","341.781","334.708","325.65","323.026","319.638","319.214","316.184","317.976","316.271","306.179","299.69","294.672","287.22","282.886","278.567","303.789","379.019","269.194","265.074","",
"High income","HIC","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","226.140220069732","223.079724498205","224.696344574057","224.175795895899","220.408173540693","222.11177574694","222.594873792793","219.883818636798","222.588082042315","226.210906664431","223.644366274331","221.962338242385","220.193771873646","218.336842278937","215.605339775887","215.104064519394","213.874422930453","213.877570462442","213.141151631801","211.946448122737","212.733881874134","207.506251271238","202.636278937037","202.505506783086","200.99939496195","195.818138070569","186.715032657867","184.323748897651","183.416898327244","184.67216004856","183.210979374428","183.406941256994","186.037355662358","193.865826786805","196.825449011308","194.400433355363","184.116782782644","174.777993418502","171.016767648637","173.543929025165","173.291975172528","171.794143903139","171.410849595582","170.502621428598","166.261402111625","165.465949396345","158.994076814962","154.085668792039","150.840879741907","145.991046434953","144.204996297439","138.699051797309","134.481147871389","131.10944838879","129.089315692519","126.975769852211","124.750576400764","121.158574879261","120.1631868658","118.819774314743","129.034708184477","140.012378855305","135.159527199984","","",
"Hong Kong SAR, China","HKG","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","271.489","258.78","252.612","245.328","236.239","226.565","219.939","214.041","210.89","208.781","208.043","206.144","204.127","196.774","191.228","185.724","181.042","176.392","171.98","166.727","161.23","156.188","152.233","146.745","140.38","133.43","128.376","125.456","124.03","122.771","120.24","117.249","114.092","110.9","107.766","104.213","100.512","97.45","94.175","91.678","89.61","88.174","86.805","86.868","82.353","79.809","77.684","76.994","76.29","75.204","73.577","71.782","70.191","68.702","67.739","67.417","67.231","66.856","66.141","65.878","66.371","63.392","72.107","64.679","",
"Honduras","HND","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","405.665","400.264","390.738","384.514","376.138","371.484","365.638","357.751","350.486","343.356","337.99","331.546","325.033","341.769","336.712","307.896","302.929","296.514","291.87","286.136","281.728","276.836","272.077","268.381","264.285","258.312","253.893","249.964","247.496","243.554","239.744","235.367","233.261","232.915","228.613","224.541","221.085","218.567","242.954","215.266","212.489","211.838","210.329","210.474","209.957","209.476","209.501","208.435","208.116","207.118","210.241","206.434","201.818","197.831","194.548","190.602","186.978","185.677","183.864","183.007","201.721","234.089","177.218","175.428","",
"Heavily indebted poor countries (HIPC)","HPC","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","476.858051292275","474.648895072591","459.980596763848","458.742171409044","457.927139975867","454.285521233018","450.301728056316","444.748204259679","441.126278892326","438.30735378964","435.149751648263","435.642935722671","440.718766676126","432.105450768691","429.266321563929","425.219886458345","420.646690080758","417.233815024218","420.344638211608","417.957536067819","413.188982553953","411.803118755397","413.815717264091","424.890050480219","433.472451638201","428.075313993689","416.888773170825","404.068766381356","398.074528081082","397.190415342527","402.301204473241","398.577899740606","396.733811497089","390.336104877488","395.849249573319","388.17529770268","390.88706087286","389.249008242209","396.340389015325","394.70999691313","375.935406053496","372.154970683758","369.420522332005","365.517790132644","361.661207757692","356.19006292789","347.107105273811","340.951260748678","335.944617001941","332.878464957425","328.488836759645","321.941067586148","313.744714008427","309.556989167632","306.170866106821","300.234447777505","295.928778983864","294.569052325704","289.973213162723","287.329068488485","291.084470775198","312.383947606164","279.61020955221","267.445159495386","",
"Croatia","HRV","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","204.533","205.97","199.065","198.767","191.972","192.134","191.266","196.956","206.892","213.736","218.996","223.588","224.24","224.903","219.152","214.692","211.129","215.949","225.664","231.805","236.896","239.804","250.819","252.571","249.542","234.77","228.612","226.533","223.737","219.337","235.816","285.92","251.321","226.16","217.152","214.193","198.118","192.408","187.619","181.557","181.982","182.657","180.949","179.884","168.416","166.988","167.264","166.28","163.226","157.312","148.959","144.296","138.61","133.954","130.093","127.876","125.679","122.353","124.028","120.964","121.044","133.023","116.741","113.35","",
"Haiti","HTI","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","410.798","407.319","403.938","411.881","396.779","392.007","390.332","385.247","382.059","379.199","377.036","375.266","375.868","375.99","376.982","378.207","379.103","379.768","380.049","379.75","379.361","378.287","376.887","375.944","375.557","374.787","374.282","372.422","371.494","370.846","369.261","370.371","363.233","359.94","356.007","348.79","343.705","338.342","334.213","329.492","324.772","321.67","317.555","314.498","322.09","306.765","303.387","299.695","297.648","293.886","499.367","299.006","290.682","288.148","285.064","283.399","282.728","279.048","277.835","276.405","291.279","323.257","300.013","281.279","",
"Hungary","HUN","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","188.825","180.848","189.925","186.217","181.449","182.621","176.357","184.688","190.728","193.371","199.399","207.104","202.01","202.101","208.94","213.849","215.935","222.5","239.469","246.615","263.226","271.782","270.435","288.808","291.369","291.392","289.983","283.412","278.613","298.822","305.087","306.528","325.073","328.648","326.483","317.913","296.354","287.483","292.771","290.064","271.44","260.615","259.032","257.047","252.792","256.342","249.886","245.63","233.087","228.461","218.943","206.225","195.724","182.243","179.963","177.627","172.279","168.058","166.734","159.172","164.516","","","","",
