"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Lao PDR","LAO","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","488.826","484.48","447.41","501.749","497.479","495.527","494.405","487.096","484.08","481.231","477.268","473.349","469.961","465.319","413.37","410.839","421.512","417.307","412.563","403.838","379.546","370.595","360.939","355.087","350.566","345.077","339.272","337.912","336.93","335.908","333.283","325.668","323.836","321.23","323.654","320.997","317.075","313.9","316.258","315.215","313.058","308.918","308.395","311.696","312.489","306.66","306.039","298.717","290.554","278.234","268.68","255.432","246.11","236.521","226.177","222.945","220.379","216.419","213.857","211.19","202.28","221.304","203.29","200.594","",
"Lebanon","LBN","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","248.07","244.07","240.785","237.541","234.629","232.075","229.787","227.475","225.944","224.343","222.895","221.248","220.188","218.824","217.312","534.557","825.526","364.804","374.237","386.115","380.366","374.313","651.093","439.16","432.444","425.588","417.686","340.579","334.609","369.359","363.525","162.054","158.571","155.749","150.315","146.103","144.853","141.674","138.766","135.44","131.142","126.298","121.01","115.853","111.253","107.409","131.972","100.483","98.18","94.544","91.474","88.802","87.09","86.491","85.253","83.67","83.762","86.411","81.612","81.525","109.883","146.109","81.999","84.565","",
"Liberia","LBR","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","463.096","462.63","462.093","459.879","459.171","456.005","453.576","451.095","449.05","445.085","442.276","439.034","434.696","430.116","425.331","422.359","418.457","415.579","411.025","407.971","406.321","401.175","398.95","395.291","391.42","409.118","393.289","398.927","403.746","411.327","703.239","423.541","446.979","454.391","477.883","434.17","439.996","364.091","356.267","353.601","328.273","315.736","313.832","367.887","305.534","303.68","301.698","299.523","297.788","296.56","297.354","301.219","296.711","296.614","311.578","313.175","296.818","295.006","294.092","293.362","295.852","307.2","289.604","288.302","",
"Libya","LBY","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","468.942","448.989","426.917","407.785","380.53","362.889","344.567","329.523","317.142","306.989","298.76","291.027","283.325","275.334","267.305","259.201","251.83","246.809","241.838","239.025","236.155","233.168","226.957","219.214","211.098","202.864","195.199","189.881","186.299","182.8","179.683","176.264","171.857","168.134","165.394","163.269","162.491","164.391","167.243","170.592","174.089","174.905","175.231","174.082","172.967","171.77","171.129","171.501","172.722","173.475","175.003","240.784","187.13","184.744","224.577","217.307","217.505","192.08","183.358","192.716","195.253","202.207","159.629","180.185","",
"St. Lucia","LCA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","284.278","267.633","258.69","249.846","244.39","240.611","236.983","232.723","228.165","235.248","241.936","249.369","258.085","262.729","256.176","261.267","269.037","264.538","249.136","249.262","232.351","223.039","216.085","198.57","200.647","214.575","219.5","228.971","225.495","221.264","218.406","213.819","215.62","207.107","203.948","203.72","199.14","190.915","192.141","200.448","207.671","203.09","202.541","193.36","187.772","186.162","180.603","177.368","173.571","177.175","172.278","167.458","168.271","175.856","181.823","175.884","187.748","194.469","191.495","204.491","203.45","252.353","193.387","192.836","",
"Latin America & Caribbean","LCN","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","329.555093648827","323.168700958692","319.684599611747","316.357477223606","314.516638271288","312.238581996771","306.039544199384","303.687993811714","302.522983024164","301.28608291429","301.901631573099","291.806483332436","287.799460701849","285.127167879196","282.871288101045","278.716012641359","277.133077460451","273.179019539671","271.006525412542","270.104078059489","269.685879281154","267.297125541684","265.76253410561","258.828456216618","254.877795389352","253.882049179786","246.738111259495","244.800505630835","242.131277390404","240.185165775453","237.822969607501","237.178758875205","236.968441649471","234.37852171334","230.859698849457","226.740986044583","223.168837156594","219.677254548804","217.899923155152","215.188713272654","212.985991429246","211.657922666011","207.555524839","204.482699693962","201.35005764896","198.208007153273","196.400631053308","194.950069058665","195.107635509978","194.283252894785","195.239761950533","189.937895142957","186.815730487499","183.675335019123","181.424766578715","178.72988705346","180.791612835577","177.957181566924","175.545844671945","172.098180814263","204.235120735102","234.053439108348","181.621952421439","168.033753708237","",
"Least developed countries: UN classification","LDC","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","441.303487980464","438.674395018212","434.388962523828","434.304022831057","429.133458376329","427.795897089485","422.394487112829","417.078206371251","413.129635571258","409.350748704477","422.065865109806","545.810576103913","410.653061498765","402.365827765508","400.729602781872","399.859064311077","394.888794761607","390.73658021879","390.747405262489","384.083996897269","379.052438960932","377.347003503549","378.17092794437","386.212842026122","392.213297128798","389.181886074998","383.688000654111","375.578770519453","371.361906642544","369.705892763451","373.144390090738","372.947777256177","370.103735303588","365.757315122782","363.997665009764","357.211772158657","357.309881345335","353.092675862311","358.600915280909","353.340078182545","337.44976991105","333.196706959711","329.725164683156","323.513128247209","319.572338923021","314.379939917456","307.02177523748","301.889120113914","299.752749274812","295.004087030954","291.518052419857","286.939686879575","280.928293538951","277.432734174711","277.198129817269","274.746776693286","270.679062707575","268.991351301527","264.044034101214","260.072068478803","261.217087340147","283.144838655114","252.046571951256","241.728756378954","",
"Low income","LIC","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","468.94690016447","466.405787010861","463.47443084782","464.175274933167","459.577185373644","458.926834190873","456.508147991107","449.745986783048","445.008849096315","441.37402438916","437.479382527009","435.337123669446","440.767410260218","431.19643612438","425.321942718129","421.314696878601","416.379132878077","412.286168117408","414.90629838465","410.558104822587","407.724929630977","407.472382998068","413.369383942343","420.77759619159","431.151146721584","424.049425898159","414.361115963904","398.64807309186","391.050763478255","387.977762418051","392.986184383553","387.445534993331","385.538036618017","377.550280090895","377.861549717656","379.577380910462","382.894530161131","378.373666840881","390.83050566472","384.225316408687","361.328858850897","357.167834595799","355.028323549236","345.022754394223","341.956335705945","337.30612595305","327.677632826585","320.966619035826","315.330696972863","312.724868809038","303.638505198782","303.118509475451","302.438364275854","299.434653938241","300.530781943298","301.027491278115","296.064732085711","295.484930496606","288.334941694121","281.772331386279","282.867575799664","301.59730557705","271.240178694285","257.748173000819","",
"Liechtenstein","LIE","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","186.959","184.525","184.524","183.498","182.006","181.67","179.655","178.34","176.96","175.637","172.541","168.928","163.456","157.74","150.454","144.072","137.538","132.325","131.556","131.264","131.197","132.705","134.189","128.791","124.795","120.144","114.155","107.816","104.374","100.192","96.335","93.425","92.963","95.058","98.718","102.708","107.344","108.849","106.19","100.604","94.041","85.866","78.863","73.451","69.314","66.039","63.318","61.264","59.657","58.331","56.877","55.636","54.258","52.543","51.054","49.582","48.694","47.636","46.874","45.942","49.088","50.097","45.631","43.922","",
"Sri Lanka","LKA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","281.395","275.635","271.17","267.675","264.34","260.664","257.052","252.895","249.472","246.285","244.07","253.201","242.452","241.854","241.528","238.507","234.127","229.854","225.973","221.878","219.281","219.266","220.795","227.275","237.634","242.154","246.601","251.839","259.319","305.57","263.379","272.711","259.949","248.508","246.641","266.679","262.746","264.887","263.21","258.676","245.601","227.599","217.328","212.419","252.386","202.607","217.215","216.034","241.268","268.235","181.58","176.009","167.921","162.232","159.64","155.948","153.107","151.018","147.198","142.664","138.378","151.505","132.356","128.86","",
"Lower middle income","LMC","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","391.217410774775","388.580618609714","383.048633085901","380.849636483106","376.518965770113","382.002375818118","377.390870030941","376.397955151612","366.471181139391","361.154646162082","360.354416770672","400.303443301416","352.878823356749","347.077647764747","343.343059515694","335.226767740934","329.856641523188","324.573464283836","320.875994505559","316.198369773231","310.57917843917","306.698033954702","303.513329161081","300.001219663795","297.035759034373","294.253297778158","291.606048825636","289.063670078972","286.621647237373","284.958806588533","283.493622530028","283.093963601275","281.251424770082","280.436981792165","278.495475222686","276.616934612907","275.285820840115","273.904924989145","271.655191392953","269.320109454184","266.584870412396","264.318959355986","261.450324718613","258.269956796578","256.194410354501","254.305306401035","251.16590757961","248.504988014244","246.698419377897","243.68678638951","240.919396379913","237.234332330803","234.273064620532","231.532107338374","228.673992688349","225.697291453744","222.380947594983","219.100780135822","216.071436093075","213.204531821835","220.326803035674","255.057940387501","206.170161363006","202.82866946183","",
"Low & middle income","LMY","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","452.700728071287","426.763987772358","389.922825233475","383.537011089586","377.507732015721","384.873624823752","371.938030608794","364.678737393655","356.118567775503","349.362549625611","344.296719989332","353.679497726498","330.864001929031","323.849094945512","319.537518008901","313.025972144574","309.224375749144","301.645371816163","297.674836646509","292.561615011586","288.86111655237","286.181613075133","282.51280565665","278.000484308893","273.592463815084","269.313534799704","264.854256332727","260.830905753641","258.15682331897","254.423553095532","253.30847239183","250.781434726487","248.753001258998","246.811678239843","245.304771061461","243.038463577412","240.979911899894","238.416338912994","237.104091325329","235.060272846038","231.447789154052","229.216159509381","226.989974328012","224.588088048516","223.486396502974","220.603824391881","218.024499408334","215.280176226835","213.879701542086","210.551733969201","207.425848330817","205.395466908229","202.814671767025","200.490604140716","198.508533459153","196.416665335034","194.575806536446","193.025272800948","189.468209077362","186.641136140033","196.368763104325","218.651399450647","184.610441205026","180.008658641497","",
"Lesotho","LSO","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","439.582","439.671","440.45","441.576","442.84","443.828","450.749","449.448","445.12","438.83","432.51","430.493","424.883","424.654","421.999","418.908","420.071","418.218","415.227","410.76","404.801","393.424","384.492","381.965","378.45","382.098","389.433","390.639","396.475","400.417","406.103","412.947","422.783","433.913","449.698","462.954","486.803","513.662","552.368","585.143","620.441","663.504","689.483","714.388","741.307","753.517","754.24","763.838","752.007","741.597","723.71","713.457","684.511","653.149","625.39","600.246","570","545.103","526.129","511.503","515.5","554.593","482.356","470.601","",
"Late-demographic dividend","LTE","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","488.400206937467","442.767126572985","377.579351178267","369.705878933764","360.787331131507","356.112548905189","349.033341579259","342.26631733951","336.950846674459","329.600701878572","321.099705036331","311.644107846695","305.52297609051","296.088002636292","292.163365616218","284.129849580751","281.638101724402","272.844703955344","268.236232708957","264.266427407799","260.371509134479","254.821005911618","249.315978042786","244.20601714649","240.490542048785","234.19378007674","225.178599616175","221.261501760335","218.478294318293","216.817232933936","215.217121812385","212.091457745394","211.47014070303","214.310487272691","215.182984576049","211.970570900342","204.459727284653","198.065479874219","194.07630834239","194.180052940067","193.284043357908","190.681139461723","188.983493460604","185.932308185722","183.558296738588","180.664618218609","176.001971690999","171.39044141214","170.751091228581","165.678805311405","162.750272349799","159.429782069092","156.180471060441","153.09950817711","150.925266612952","147.815315716886","145.450267830998","144.227858211958","139.828264462002","137.521775822607","142.364783575193","148.505653133249","138.044773709297","135.155198770668","",
"Lithuania","LTU","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","218.005","216.1","228.488","217.944","201.364","206.014","213.234","221.833","228.804","237.487","251.242","246.676","251.958","249.018","258.848","263.973","269.733","272.601","278.407","287.507","293.607","292.531","291.409","292.402","301.707","286.043","247.22","255.974","255.817","276.588","287.642","309.779","316.975","361.318","380.859","372.327","340.571","314.156","306.281","296.759","292.937","311.081","304.387","304.451","307.592","331.463","342.046","355.587","326.457","286.844","284.275","272.305","266.341","265.849","250.161","245.418","242.472","212.885","206.93","200.925","223.683","","","","",
"Luxembourg","LUX","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","210.587","212.821","226.097","217.834","236.788","228.225","233.799","219.451","219.518","228.228","236.303","225.368","220.554","213.889","223.327","230.028","218.281","210.04","208.364","196.372","180.124","190.697","204.352","169.732","196.499","175.534","174.454","179.132","171.018","163.423","152.45","167.199","156.659","148.17","150.464","153.442","141.555","129.733","141.474","124.081","127.293","117.736","128.774","121.98","115.72","103.673","112.351","100.688","88.089","92.15","94.074","83.693","89.532","80.788","79.192","72.385","73.837","66.343","67.274","66.112","68.632","65.229","63.347","57.261","",
"Latvia","LVA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","229.75","234.306","236.175","233.178","217.249","232.875","230.76","240.128","262.817","270.013","258.482","268.107","279.094","279.424","288.789","303.838","300.022","301.061","308.96","317.985","318.95","326.567","310.16","317.007","315.81","300.653","261.735","262.386","269.21","291.353","309.934","326.508","354.489","417.217","469.729","439.516","362.426","338.96","353.204","338.192","329.836","339.775","332.094","313.476","309.232","325.304","335.496","323.614","290.728","268.979","263.085","247.424","243.192","242.15","241.36","234.554","229.587","228.584","229.116","210.61","","","","","",
"Macao SAR, China","MAC","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","259.485","252.995","246.453","235.925","229.99","229.928","222.459","212.164","202.352","203.255","193.496","191.905","184.311","177.804","173.326","176.378","162.241","170.279","161.183","156.191","150.369","145.685","135.627","135.865","136.363","130.319","126.707","126.758","121.401","110.917","105.857","107.226","101.419","96.335","99.868","94.84","101.806","90.674","87.303","83.321","80.576","76.696","73.954","72.556","71.664","69.625","68.923","68.258","66.856","65.6","65.255","62.099","60.82","60.066","59.055","58.609","59.559","58.409","57.126","57.925","51.616","48.293","51.302","70.527","",
"St. Martin (French part)","MAF","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","229.478","226.924","224.085","221.397","219.373","217.88","215.091","211.941","208.383","203.871","199.01","195.383","192.521","190.218","188.628","187.499","186.148","184.746","183.225","181.854","180.524","179.405","178.147","177.03","175.047","172.364","168.569","163.663","158.066","152.029","145.718","139.915","135.863","132.551","129.636","127.186","125.145","122.443","119.752","117.135","114.582","112.088","109.65","107.269","104.944","102.691","100.524","98.804","97.122","95.027","92.525","90.117","87.129","85.207","83.88","83.529","83.555","88.553","82.801","82.186","81.281","80.007","79.282","79.431","",
"Morocco","MAR","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","495.328","468.292","461.009","454.553","447.717","440.968","434.864","428.314","422.396","416.821","411.366","407.173","399.814","393.937","387.732","380.879","373.199","365.183","356.999","348.6","340.335","332.403","323.454","314.656","306.479","298.321","290.242","282.879","276.231","270.084","263.455","257.522","252.138","247.174","242.003","237.684","232.132","227.726","223.51","219.589","215.36","210.407","205.651","200.979","196.911","191.843","187.541","181.523","175.767","170.356","165.437","160.812","156.574","151.008","145.763","141.058","136.945","133.369","130.268","127.57","141.706","145.059","117.926","116.849","",
"Monaco","MCO","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","173.173","169.705","166.229","163.924","160.595","159.035","159.028","160.313","159.884","158.103","155.987","155.114","154.664","154.497","154.718","155.429","153.289","147.297","138.956","134.686","133.683","134.389","131.25","126.559","118.09","105.735","93.451","85.386","86.389","88.728","90.11","87.638","85.215","82.757","80.128","77.766","75.439","73.096","70.396","67.962","65.517","63.411","60.267","56.628","52.236","49.616","49.549","50.704","50.293","45.987","41.757","38.947","39.646","40.47","40.58","38.774","36.378","34.587","32.98","32.253","31.338","34.505","32.722","31.218","",
"Moldova","MDA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","349.468","346.771","344.248","341.827","339.143","336.732","334.839","333.775","333.273","332.153","330.087","327.043","323.716","320.673","316.973","313.205","309.436","305.883","302.781","301.941","301.749","304.757","307.04","308.178","303.835","294.446","283.587","273.751","270.73","274.263","281.456","291.413","316.005","313.86","322.39","327.16","327.725","323.586","316.544","310.625","307.302","305.591","306.388","308.593","311.916","314.764","316.549","316.57","312.456","304.69","293.912","286.722","282.721","284.751","286.872","291.533","291.794","289.327","291.426","293.24","286.531","296.44","260.757","276.817","",
"Madagascar","MDG","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","478.325","472.032","466.42","460.868","455.221","449.856","444.341","437.528","432.94","427.178","419.334","416.612","409.729","404.418","399.593","394.669","390.876","387.658","384.766","383.099","381.651","384.718","379.819","376.123","373.487","371.699","370.707","368.716","369.473","366.304","364.931","362.08","359.972","350.464","345.9","340.862","334.003","325.747","317.816","310.414","303.393","296.09","292.102","288.465","284.852","281.199","277.38","274.239","271.065","268.628","266.459","264.507","264.152","262.733","262.51","260.451","259.508","259.433","258.334","258.689","272.884","283.738","270.662","258.636","",
"Maldives","MDV","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","397.372","397.277","396.695","395.379","393.442","390.404","387.065","382.843","378.363","373.111","367.181","360.523","354.329","347.767","340.861","332.662","324.311","315.911","350.16","299.337","291.353","283.64","275.992","268.306","260.492","252.486","244.479","236.433","227.673","219.002","210.584","202.944","195.34","187.233","179.593","171.979","164.415","156.376","148.18","140.124","133.561","128.129","119.821","108.518","108.073","90.016","87.964","85.627","84.733","81.385","78.046","74.815","70.975","67.805","62.94","57.169","53.557","52.08","53.68","54.894","68.843","67.627","46.776","44.231","",
"Middle East & North Africa","MEA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","406.857382953001","401.540080893311","402.727694385537","381.53149024764","375.123402003282","371.22044725644","367.43287610733","365.748690828439","360.762944583825","355.953410751767","350.39471791208","342.457662176589","338.362053051148","339.951656742272","331.281367706017","330.65608073866","324.696639933108","310.753708736671","309.973550893362","299.285429813327","311.646866352462","334.436308194566","335.243171009577","315.98793117295","293.546508232033","286.781568257486","284.723173457569","273.434022104989","271.654377295499","247.686926146259","248.095004563931","233.256076007316","223.854413418036","222.124939716406","222.047416442651","217.616986964393","212.580535513084","208.673941846097","204.313330291119","198.965048312053","194.805286123695","190.211928241602","185.264007667947","187.493762788305","182.690908557865","179.830056957335","179.952872061394","175.678646818216","168.195746655566","162.391309104202","159.137999030358","158.594847744694","161.211524869711","157.610467334761","152.692650581155","152.71596065018","151.112371499347","145.205036322364","140.900084296638","135.398798629485","151.040871153239","155.450758556049","132.344264085579","126.418543980536","",
"Mexico","MEX","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","366.523","348.261","342.633","342.515","348.015","342.117","336.654","335.584","336.003","335.617","325.716","317.675","310.082","311.799","310.518","308.824","307.939","307.791","309.107","309.371","308.944","305.737","297.497","289.774","281.745","274.213","264.941","258.536","253.511","250.779","245.334","242.372","239.03","236.341","230.889","223.955","216.9","212.098","208.403","203.009","196.857","191.13","187.86","184.479","183.286","181.742","181.904","183.826","189.179","193.536","195.384","193.621","191.565","188.799","186.874","188.499","193.513","201.105","204.952","203.802","279.914","291.422","214.825","196.81","",
"Marshall Islands","MHL","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","436.191","434.643","429.274","423.182","417.303","411.062","405.485","400.184","394.837","390.537","386.378","382.965","379.818","377.398","375.459","373.827","372.504","371.044","370.137","369.003","368.202","367.367","366.419","365.323","364.05","363.509","363.727","364.34","366.241","368.19","367.563","366.262","362.52","356.813","349.826","343.896","337.886","332.568","328.918","325.12","324.943","317.239","313.302","309.097","305.43","302.424","298.93","296.719","296.104","294.424","292.96","290.982","289.341","286.613","284.511","282.607","280.451","278.102","275.82","274.227","288.925","296.992","265.917","263.403","",
"Middle income","MIC","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","451.645849907033","424.162518255165","385.063821569876","378.188477489024","372.046332839038","379.941093070362","366.316447528358","359.044992047811","350.250819717833","343.303872664653","338.181607363501","348.337560909903","323.701736582495","316.872294282646","312.657408857031","305.971559975143","302.230644667813","294.434302997275","290.055728169999","284.908560100618","281.203129721795","278.437643519863","274.180430567558","268.897686691595","263.540682216485","259.434575363586","255.303116618225","252.010140064868","249.629550581784","245.823233052008","244.287452607855","241.915109110004","239.796331901705","238.162523526915","236.455747183373","233.841765569899","231.355197807201","228.880070845817","226.563404060426","224.749330339311","222.407705194338","220.2426551269","217.916306093473","215.955381814091","214.902513317131","212.050846140849","209.873028011008","207.294531723871","206.09234050445","202.584924892964","199.799462903796","197.516257458963","194.653843262486","192.27418891811","189.92014067082","187.470425927147","185.73139208693","183.907240867368","180.471792460873","177.767072974789","188.113349078007","210.559836113168","175.9712866211","172.07682774657","",
"North Macedonia","MKD","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","175.57","178.817","184.472","192.172","168.161","177.183","165.361","167.665","161.657","174.817","164.066","170.583","178.42","178.46","172.434","166.715","168.009","165.236","154.985","164.586","157.149","166.089","159.481","166.892","172.29","171.256","162.115","164.247","166.482","156.298","161.29","159.493","166.357","172.097","183.302","177.419","182.456","177.017","178.754","175.783","168.101","172.555","177.886","170.022","159.007","158.361","159.92","152.246","140.123","144.036","139.831","133.652","131.089","129.135","130.284","124.766","126.333","116.165","116.859","112.669","140.419","164.689","111.768","105.979","",
"Mali","MLI","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","521.058","519.163","519.248","517.593","515.926","514.131","512.712","509.346","507.373","507.664","502.942","501.573","493.926","490.006","482.92","471.154","459.546","448.232","437.133","428.483","421.769","416.175","408.216","398.942","394.438","392.119","382.78","376.463","369.872","360.2","356.641","352.804","351.488","348.721","352.167","350.249","352.106","347.858","344.571","341.999","330.511","325.344","320.389","316.545","313.434","310.459","307.41","305.38","304.188","301.473","299.375","297.792","298.397","297.674","292.54","290.085","285.055","285.752","285.409","282.898","298.151","301.027","284.51","279.475","",
"Malta","MLT","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","192.946","196.541","179.923","179.149","180.286","176.612","172.073","173.57","174.863","173.303","174.068","182.902","175.246","166.258","156.681","158.765","161.229","157.785","157.841","155.739","156.055","157.254","149.954","145.694","142.268","139.305","126.06","113.865","108.177","104.504","103.009","100.727","96.645","97.272","92.605","100.633","81.237","91.168","92.922","90.992","79.111","84.104","81.601","80.537","71.798","73.251","83.373","79.918","86.703","74.218","76.744","73.326","77.916","67.031","71.454","66.052","71.942","62.677","65.801","53.77","70.951","69.99","67.328","51.952","",
"Myanmar","MMR","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","452.493","451.013","447.248","440.68","437.806","430.499","424.229","419.561","416.576","410.792","408.342","399.872","396.905","393.409","391.216","387.808","382.733","379.865","379.543","371.554","368.152","365.196","362.812","361.04","358.284","357.983","355.807","353.612","352.727","349.02","347.31","346.492","346.473","342.162","341.472","338.577","334.081","331.839","327.681","326.588","325.48","323.01","320.703","317.61","315.22","312.51","309.52","305.225","331.401","297.114","292.842","289.554","284.17","279.49","275.775","273.204","268.057","264.679","260.153","258.485","254.63","288.982","271.743","263.186","",
"Middle East & North Africa (excluding high income)","MNA","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","413.929686213969","408.642791149172","410.631817003567","388.236060860839","381.815477726155","378.07304240263","374.602486600964","373.281888076022","368.055625456988","363.42095314106","358.017605903085","350.182216429542","346.144666423909","348.529740850401","339.723256104603","339.69256381657","334.155886222113","319.672952168302","319.595405514115","308.553183033586","323.189534698554","349.06815298295","350.602849497218","330.073336944597","305.857250086144","299.059488119038","297.403208124025","285.650091930206","284.350481943557","258.426646139081","258.370318153167","242.019663600104","232.60761112935","231.107649067029","231.276404559852","226.541241169344","221.332240666459","217.485023132882","213.293969902629","208.354189678621","204.622273072854","200.503532007757","195.781215165978","199.092310319182","193.972128827774","190.921333494722","191.433577917825","187.127364649263","179.019571656726","172.917013422297","169.614969750401","170.039101498785","174.683396943622","172.156661008305","168.022172955602","170.000264767798","169.641371853631","162.988783094986","157.38789976456","149.958329592142","166.357671295943","170.031443954612","143.598031378186","138.350290120127","",
"Montenegro","MNE","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","197.398","191.83","193.029","192.779","186.58","180.478","178.114","168.959","164.921","168.535","171.397","168.829","167.684","167.83","166.561","160.376","162.23","172.024","171.894","179.255","174.458","179.802","177.316","179.038","178.672","177.695","175.729","170.056","170.399","172.646","176.938","175.447","179.544","179.533","178.543","178.09","181.439","184.556","187.683","189.643","186.308","184.4","181.183","179.107","177.666","175.203","168.965","165.28","160.123","154.683","148.174","144.487","140.754","136.894","133.572","132.514","132.77","138.876","132.977","143.144","138.009","175.932","143.644","135.13","",
"Mongolia","MNG","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","447.099","436.308","425.625","414.674","404.553","395.113","387.818","379.187","371.484","363.409","355.921","348.051","339.222","330.798","323.879","319.715","316.66","314.951","314.247","314.098","314.174","314.413","314.983","315.821","317.171","318.81","320.467","321.58","322.013","322.015","321.118","314.731","313.984","317.035","326.97","333.332","336.319","331.071","321.94","314.871","314.582","321.112","334.39","348.288","363.366","366.587","355.737","335.232","318.457","321.89","332.346","340.136","334.942","323.144","312.186","303.857","296.268","290.555","285.067","284.507","298.563","321.564","276.069","273.791","",
"Northern Mariana Islands","MNP","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","380.451","376.716","372.887","368.801","365.467","360.872","355.897","350.949","345.656","339.162","333.485","327.763","322.655","315.254","308.859","303.428","296.742","291.33","286.448","281.473","276.207","270.548","263.861","257.66","251.849","246.901","243.131","240.554","238.766","238.38","238.525","239.106","239.502","240.63","241.898","241.206","236.06","225.621","209.413","188.349","167.189","148.664","134.627","122.52","114.826","107.857","102.043","98.89","97.31","97.1","97.648","98.685","99.762","100.763","101.397","101.373","100.984","100.314","99.239","96.739","95.112","95.19","90.429","87.915","",
"Mozambique","MOZ","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","435.961","431.973","428.588","427.818","443.484","441.592","444.016","441.185","435.361","430.578","422.014","415.181","425.044","418.681","395.098","371.773","369.42","371.184","372.874","375.243","375.42","408.322","413.688","421.628","586.145","589.512","576.274","580.963","446.139","447.685","436.422","433.74","432.152","424.859","425.16","425.868","426.003","426.792","428.719","428.725","428.888","429.329","431.316","432.781","434.205","435.005","435.692","434.755","433.027","429.442","424.812","418.506","410.749","402.572","392.732","382.682","372.246","362.329","353.41","346.482","352.355","394.745","325.235","314.917","",
"Mauritania","MRT","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","417.05","410.537","401.944","395.543","387.474","379.49","371.424","363.583","360.618","354.5","347.691","344.914","340.513","337.128","336.3","340.202","340.973","341.855","339.125","337.049","333.153","329.603","324.781","327.258","320.524","314.047","308.949","301.758","295.99","295.79","289.883","287.637","283.907","281.088","282.885","282.544","283.637","278.318","276.447","269.075","262.376","257.622","253.577","252.164","248.18","246.167","241.697","240.291","239.204","238.022","236.925","237.786","237.622","237.965","232.175","227.23","220.942","216.115","211.215","209.958","225.714","234.824","206.081","204.702","",
"Mauritius","MUS","Mortality rate, adult, male (per 1,000 male adults)","SP.DYN.AMRT.MA","349.742","327.426","304.551","294.413","282.272","274.459","267.608","269.996","260.451","257.719","254.443","254.533","256.255","248.594","279.839","296.206","318.27","310.943","310.699","297.324","285.712","269.775","264.829","264.078","267.464","266.012","263.996","261.683","261.487","262.914","259.057","253.08","249.619","248.531","251.456","248.914","248.737","243.131","236.385","224.358","218.929","218.371","217.673","214.225","209.235","206.746","206.046","205.31","209.171","209.679","207.423","199.336","192.679","187.269","185.912","187.401","186.567","182.679","191.197","193.881","195.752","213.205","202.309","184.988","",
